id,lfc,qval,sig,genus
f8ddb4c383d14855319f1f5446e4608d,-0.7841220206399369,0.00023829380168870808,True,Flavisolibacter
0aec1cb4ecf0f38d11e99d3a8793ecfc,-0.8007156112357321,1.4566009483686715e-06,True,Nitrospira
514b0abab472c138835de1a4389a8d2a,-0.8162253664501558,0.0063209323413161,True,MBNT15
23017172b8710891fa8945d2a328d019,-0.8613571114312073,0.0463522083278013,True,uncultured
856037c4a2b4430f938cbab2b50dd724,-0.8708975155434779,0.0343182835395941,True,uncultured
9f60f519dba65e77199af74f5812191b,-0.8717912780251278,0.0065293916778215,True,Unknown
1bb7f97aa9adc7adea78436328f8801b,-0.8733363936410417,7.281052843643983e-06,True,IMCC26256
d499874b74f3ac186a628c8175969775,-0.8754875055413978,5.539785379459937e-09,True,Unknown
b5cd6f0960113efed5519c0718aad716,-0.8758903269162079,0.0294389342748071,True,Gemmatimonas
a541ec6ba8faa02d471216f10be28797,-0.8964563560685876,0.0296191657148781,True,Unknown
25a86338672f493dc780fbee10e55a7f,-0.908753047951083,0.0390315316887662,True,KD4-96
cbae5aa6e1124c8590d618226f8084a5,-0.9236049559382588,0.0009170137321368664,True,Subgroup_17
8cebb477435e10627a3c5b9172092518,-0.93269636613471,0.0018726590421035,True,WPS-2
1a8cd58fcce4fe49842887826b842c07,-0.9660830055699288,0.0311907062875406,True,Devosia
6c3470e13176278a147e2653b86199ef,-0.967035436699291,3.834955006117787e-05,True,uncultured
a78539d2401df72e4068e78ba0c12238,-0.9699171757105652,0.0005506633706454618,True,uncultured
761b0a0f53e67b7e42c935e2b604f85c,-0.9887471690533802,0.0016136424359866,True,KD4-96
3e159b6e5225bf57b7eec6271613709c,-0.9897638776656096,0.033312547282857,True,Dactylosporangium
ac98db89a8291f6f0fba36fec057a2a8,-1.0010219564324498,0.0046217495732086,True,uncultured
cb941967a7b91ea1bc3f2e203dae8a45,-1.0163030164328757,0.0051551786452815,True,Gemmatimonas
d048a321c32cce1c13561ef2ee1c3b65,-1.0165541428079314,0.0296191657148781,True,JG30-KF-AS9
92e6d2ccb1140ecbbddbec293b4cad0b,-1.0182651523135444,6.851779326987504e-14,True,uncultured
e4de4246e1e080c49343845159ddff60,-1.0392495457635356,3.046884317851688e-06,True,Unknown
