# Constructed from biom file
#OTU ID	Terrestrial_SRR30151802	Terrestrial_SRR30151803	Terrestrial_SRR30151804	Terrestrial_SRR30151805	Terrestrial_SRR30151806	Terrestrial_SRR30151807	Terrestrial_SRR30151818	Terrestrial_SRR30151829	Terrestrial_SRR30151830	Terrestrial_SRR30151831	Terrestrial_SRR30151832	Terrestrial_SRR30151833	Terrestrial_SRR30151834	Terrestrial_SRR30151835	Terrestrial_SRR30151836	Terrestrial_SRR30151837	Terrestrial_SRR30151838	Terrestrial_SRR30151839	Terrestrial_SRR30151840	Terrestrial_SRR30151841
42697c01329d66a62507a49da7160ac1	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d39e51a712ff01561aeae94282db6778	0.0	0.0	25.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	25.0	0.0	0.0	0.0	13.0	0.0	0.0
cf470a3d536e03e0b5ab3fe282c1d800	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9423d5ebca218858bd8de8c57ed13de9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	27.0
510f977252c84d9a15ec93025d2def10	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ef9dee8e10ebaec4c175e3bdec075bf2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
78393670bdeeead2bb6a981312d3637b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0
4364bf0ed5e3cd2735fad8a1a089554b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
0ff253908b7eece066e88192454a6b3e	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3792d5cd895001cc2b0d6a6860915e3c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0
62468c557786cf33b98a6d071f2af1a6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
ab2f3a48ff5206befca66c1ba5d01b7b	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0
a1f3ff858248ef5d4b41e7b101cbe302	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0
3bd9127d156d4239ffa5e30f3f0e689d	0.0	0.0	0.0	12.0	8.0	0.0	0.0	0.0	600.0	19.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
e988ff37407cdf64e40792b5baa95424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
78063ff333b665cc5eea662ec774b8e3	2.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0	0.0	0.0
09577fd812d120765e3a51a091bdbd66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0
7f91b3b7c5df5ce7e3ec3d12a0f7e644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	3.0	0.0	0.0	0.0	0.0
dd9c6e3a6c58e341689901bd05a23cd2	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0abc47c106a0b793c8a02e77a1847ffa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0
4eb239b319ceab7ebba66f9b65d4400f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0
2e47214fceb778a17ac34b6fb855e3ce	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
be1589dc41826d0fcd82bd1a098c5ac2	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4a9cd8303a77c410b07e207b79ff39f5	0.0	4.0	0.0	0.0	0.0	8.0	7.0	9.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	6.0	0.0	3.0	5.0	0.0
7cc6b52eb18915983679b7908d9e1406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9aea6af358f8cae756041871c925f78b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0
9bc388cdbde5cc64e7189111a8c6ba82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0
d0d3d5d343873ae82b4649440ff97d09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	8.0	0.0	10.0	5.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0
918b6a0eb1c705e94baac27ff36fd5e4	0.0	0.0	0.0	12.0	0.0	0.0	8.0	11.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	5.0
896b36ced6632936011619088de82fc2	0.0	0.0	0.0	0.0	0.0	0.0	18.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0
49dc5dd528892e8b6020be6cf880c128	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ce340ade04c9660fc4d937af3333ef08	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0e6c2ae563a982490a6bac6d55a1ae21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
615e82c67b58f126b28eaefc79db3206	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
00d510d5cb98a2b6b0b4d5bbe9b76cf9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0
5071231ee4e93fa52cb6b111d578fd41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0
bdf81251d78a4bf8b91c64eb64ce65f9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	17.0	0.0	16.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0
620f8b3b14ac4490a92f088d7134ab10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6e9279ad6bcf7a0d5a3b0bda6865f58d	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
eb39aacbdcf5f47a3e38b342c01e9a71	0.0	13.0	3.0	11.0	3.0	6.0	9.0	10.0	0.0	4.0	10.0	0.0	32.0	12.0	23.0	16.0	0.0	0.0	29.0	23.0
b29035aec157dea86d46a2ede7567fdc	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
558df51d119f453bc8de55ccf7e81ebe	9.0	35.0	13.0	35.0	48.0	38.0	58.0	75.0	18.0	48.0	49.0	21.0	32.0	58.0	49.0	106.0	72.0	7.0	30.0	42.0
