id,(Intercept),Study_GroupTerrestrial_Soil
Candidatus_Babela,4.254264890548904,-6.4581309100009365
Candidatus_Kaiserbacteria,-0.007909243765708724,0.26573356330629716
Candidatus_Koribacter,-0.007909243765708802,2.8713339788910757
Candidatus_Magasanikbacteria,-0.007909243765708882,0.1457888065637154
Candidatus_Obscuribacter,0.5942762887210178,-2.798142308173051
Candidatus_Ovatusbacter,-0.00790924376570896,0.04194701662733458
Candidatus_Paracaedibacter,0.5467790412127899,-2.6533495532120575
Candidatus_Solibacter,-0.007909243765709277,3.650627075583831
Candidatus_Udaeobacter,-0.007909243765709277,3.5774442419080463
Caulobacter,2.6418753683316845,-4.845741387783718
Cellulomonas,4.103338862607149,-6.307204882059183
Chthoniobacter,0.024177523985821008,-0.7574384648515164
Chthonomonadales,-0.007909243765708802,0.21731206708763828
Chthonomonas,-0.007909243765708724,-0.4587690403882472
Chujaibacter,-0.007909243765708644,5.413921404550423
Cloacibacterium,0.449267696268716,-2.6531337157207493
Clostridium_sensu_stricto_1,0.014712409751256745,0.5919227442624853
Clostridium_sensu_stricto_10,-0.00790924376570912,1.0076867930368958
Cohnella,2.546595056994107,-4.410341338279926
Conexibacter,-0.00790924376570896,2.4015166294309482
Corynebacterium,2.23266107539113,-4.332555017759172
Cupriavidus,5.169254780861774,-6.510962217024027
Cutibacterium,0.41937881015122414,-2.6232448296032573
DS-100,-0.007909243765708882,0.11160415780722843
DSSD61,0.5373178096965866,-2.74118382914862
Dactylosporangium,-0.007909243765708724,1.720134992312245
Defluviicoccus,0.005169004924101295,0.973584329705321
Desulfobacca,-0.007909243765708802,0.08851849794361222
Devosia,1.2286653482368073,-0.2636400153290135
Dokdonella,-0.00790924376570896,1.66515151141338
Domibacillus,-0.00790924376570904,0.6338570453401315
Dongia,-0.00790924376570912,2.8438087565536767
Dyella,0.042800929891689196,-0.80055218358448
Edaphobacter,0.1924600372098448,-0.11081304749374787
Ellin516,-0.00790924376570896,1.2420234953236435
Ellin517,-0.007909243765708802,0.2952079230410103
Ellin6067,-0.00790924376570912,4.004078347949592
Enhydrobacter,0.43489465239470926,-2.583830057413337
Escherichia-Shigella,0.3425878957412299,-1.926147121003249
FCPU426,-0.007909243765708842,-0.8394986175790835
Faecalibacterium,0.015533271798328913,-0.10159642666744872
Ferruginibacter,0.7106835636112655,-2.46143436840586
Fimbriimonadaceae,-0.007909243765708882,0.4497734403758562
Flavisolibacter,-0.007909243765708802,1.2249874411794095
Flavobacterium,0.039609177011778074,0.43185843020844583
Gaiella,0.005169004924101453,1.1239412327878657
Gemmata,1.1400781972740908,0.4669061395899843
Gemmatimonas,0.04355604977540137,4.652428149377714
Gitt-GS-136,-0.007909243765709277,2.5014595281637755
Granulicella,-0.007909243765708882,1.3287154194210307
HSB_OF53-F07,-0.00790924376570912,1.7560149784222054
Haliangium,-0.00790924376570912,4.167062090201935
Heliimonas,1.373269711601882,-3.5771357310539154
Holophaga,-0.007909243765708724,-0.760626141887111
Hydrogenispora,-0.007909243765708762,-0.39929032850530044
Hydrotalea,0.5832505721033129,-2.787116591555346
Hyphomicrobium,3.3773286471406427,-2.335385530985942
IMCC26256,-0.00790924376570912,2.8347404413117196
IS-44,-0.007909243765708802,0.6774440887189748
Iamia,0.028210014691735327,1.5123574124896972
JG30-KF-AS9,-0.00790924376570896,4.740011397236172
JG30-KF-CM45,0.056873145710346795,1.6175075552777174
JG30-KF-CM66,-0.007909243765708724,1.5747769269360812
Jatrophihabitans,2.239999709280202,-1.9180707238622272
KD4-96,0.021251534096161637,3.8225477438008317
KF-JG30-B3,-0.007909243765708882,0.628856030917325
KF-JG30-C25,-0.00790924376570896,2.5291380809115305
Kapabacteriales,-0.007909243765708724,0.22239926168151225
Ktedonobacter,-0.00790924376570896,0.7219476744581548
LWQ8,-0.00790924376570912,2.807572106631402
Lactococcus,0.28530849335132824,-1.9884320117838823
Latescibacteraceae,-0.007909243765708762,-0.7030235045297322
Latescibacterota,-0.00790924376570896,2.6420691822576137
Lawsonella,1.3170022049328685,-3.5208682243849023
Legionella,0.903724369429732,-1.4697695514604017
Lineage_IIa,-0.00790924376570896,0.17506915120976396
Lineage_IIb,-0.007909243765708882,0.15553656286402218
Lineage_IV,1.5608029450902985,-2.937807617050817
